delegates,voting_power
0xc8B83D1B48A2dC8e612b49a9fc970EDD7F05F530,0
0x4925c2dBC7CDEc964ea10A9Ea9F6F3F03524C426,0
0x0ef4c54Ec9d839Ba81E0F981640401AbbE3b7c7B,0
0x9960b79214759A5103430466d156D93ee771c48d,0
0x81f511c624Be0B5136ce7f95eFc4BbDD17Ef1085,0
0x7ED722577B0aB142EC6769879d8D6d17A4E96444,0
0x6061c88Ee02d4ba996bD99dACef8C1406A38fe90,0
0xa449d4e5c892975798dae7507E9e3b496cd411FD,0
0x9d131D92401E50832872d087D74F714876A18C4a,0
0xEf4f6C4758485C64885ED97eb698B3bf5381Ce6d,0
0x35FedB3e7DF08A72Da73F2b77554EC6af3451795,0
0x75099A939Ca72dA8216ac1ED16414BEf756AbcDb,0
0xBb8AdD0b9040D0398A339BA0c360d70647734F0a,0
0xB92EeA6Fc8f6a32F6B1cF5326dE1A60f2E9a8220,0
0xD3577E59d96b8FBfE419dd0774f6c7C4274F3487,0
0x2e10104bD7B3e7C659f6F802166Be3FCdCd0C097,0
0xE71Ec45df2346dc4E6AceD98bE45F1C69d5b1173,0
0xdC5486a8108dc629fB726c643967241467Ad1F47,0
0x0773cbc2c55Cd6354A61b7bcBCa52d9dccD56534,0
0x960d68C741ca49B7Ae0d1F5878bdd9F9Cee0c4d9,0
0x32688283820621e3aAB5fbe162D3083B9DD9adF7,0
0x5d035C991cBC5Bb168ebB7fcB068E209B1abeC6f,0
0x261cAEfA171aEc7175B509BeAa0C20BAFCA21404,0
0x08d5a185F97B94443226c6ebfb6397BE5BAc52Ed,0
0x69b275eDd65bef32bfd7BcE2d3e1DbeF72255989,0
0xbC241561ecf5D2c18622184762C99670b0Cf7411,0
0x9F73B92302d83d61F5209B9508f2b92437239806,0
0x3F0875685E130e6251bBE9D678bc00Ed359CccFf,0
0xF66b301E5bdc6a7886A12a2fA79a9858739936F3,0
0xa57114f8E6bf2EDa1BC77Ebe1ff03cDFC24Bc276,0
0x043027C0d28a1544AB43b3aaDeba8114Bbaaea54,0
0xA7B21443727954016d0eAaE236bf9659Eb0AC1aD,0
0xdceE645032f9501308AF26D598b6977007F1718e,0
0x2e1856bCfebaA64773A60dF4d0308cFf79512FCf,0
0x1882eC937669A6A37C296421DD1D1447bC4d30FA,0
0x84EdD96E9F7e7c5A9C3E609Cbd3C0d85F01E3742,0
0x30921D8b274037A76Bd1ac5eD436A6fDEaF52dB9,0
0xFB79ea991f16F1a4B3C4F13D8fcdEfDc2BE37af2,0
0xE1d1c5F48f708aa038AA6A9976308Cd1d19D951a,0
0x97F533Dce981c8d97D94f9D637E7B196B7aE2673,0
0xc4Fd5063a5c2364A3d25bf92de2D42C3979ecADc,0
0x12cdB4079c36d1a15148D0452dF56dCF4b629ba2,0
0x82e52c5a9f0BFD3dD2Da3c5e8B0c4AC0C1f62A89,0
0x0a09cd09B0107Bb98a83f211704F036ECa94B92e,0
0x49FeF3B732D8397BCCFEf412873D29DE4e7D9316,0
0x180dAaCb3ffF1994bA3E6E3d46eaD5dA5202CCa6,0
0xd4f108BEbC0823676491c9580fbf1F400D26dc8c,0
0x4744e2De99b0329c043432403cc9750A897f1CC7,0
0x85299b9D79de52424850F036a5c5ACF20bE5Cc8c,0
0x4217a22Fd0E50928A1DBF8486A0556c668816240,0
0xF27E6A3f74C68e6b9F813a70CB35D571817135cf,0
0x2067BEd542762D26E2755Ce7d8776728F3429f48,0
0xCc8E358201f097f1104493915880780574Fa52De,0
0xE2E8fEe9ac2aF4352a0e424650B77da25C36bf80,0
0x564F6e7a4ACB8C8ec2AB13cEB9197A355288DdBC,0
0x81CE8ff5447539F575Cf28cd8b1cf7560138d6Df,0
0x7D6a362c5dF2df69a20E536433cB78b5f5280788,0
0xC88823c92e0a05446afd1CCB72AECf523D849267,0
0x279ba53A1aD77793544eaf2AC7398a7BD7361aAA,0
0xA2f9001Ea7Cbc3d72141b15cc78662460114C936,0
0x1A50a6238eb67285cCD4DF17f75CCe430BAAE2A4,0
0xEAcF1f66f7ec46625adad9594D4533173433330b,0
0x3D262F5EDE5b8Ff042e8859b5BCdC497cad9bB8e,0
0x3489198047510dC393F158D12A45c737e233c524,0
0x2F42fCd8D06A840C242814ea5AaAa60699C3D69c,0
0x5a81405b50efBb830CF0Ccd2912Bf551c8d58540,0
0x7E44F3D32C23F44E83BC194Ec6811d8ddad507b5,0
0x51714FeE7F14f12DDff0767FA994A8a970b11CF2,0
0x2e38f34055AdFD2D2573A641ad48bdF0D5A420a7,0
0xC7CD83707D51A8e6DcAcdd5920f577C0C860FdF4,0
0xB889539Ea95d2ce71D2d1cF17D9EB18aaE4AeE7D,0
0x7433fF0a1284bd0E9fcf40D0776B5982BC450dFF,0
0x7d733FBB1293C909465D80B32203fD7D30b81C0a,0
0xf03FACd6964590327B0ad6f95fa07FfEe0904513,0
0x31efb8Ca5954690B169971967eff8dB3dB0B5D70,0
0xdd25824BacF10831c377A8aD5d53742c513Fe0BF,0
0xCf486B1AF15178F73f69a921D8a2FfACAfCC2280,0
0x3dc48CFf6A78990222fbAE7BaE0aD6d99d41d5Ab,0
0x698EB90CdFd4863B3b47e92ea5C9ef0ce4F62831,0
0xffA99D470bFBb3b4d464D841dfDF2380c73527d4,0
0xA1dD6e836ef2bf42771077B2cA967726B267eD85,0
0x86Aae001F726D0Fe13d07D3A526510485403380F,0
0xEA0b9CaF2f183D23254Aa9D660Fce9f8fA6B6269,0
0x38b1767720C0c1aeCc98206B4b7818e11380165E,0
0x941D9D8B6305a090b4f4cEE717B51DD4bA669DFE,0
0xEAc360EEC8f0dbC621E1aA2f1796972602B4bd8B,0
0x90e97959288162257D3eDE3891F33D9B3a6F6cB0,0
0xD67c96873c6BF8929F55Fedf81Fc97214da68604,0
0x7891187111a8dffB91787D4777f3bC397BD44D92,0
0x4681acFc0a48e4Ba09ae036C8dee51273dEa892e,0
0xbEfEEAb1C9F29C7a63696a718986E5381E1436d4,0
0x1e5546545D2Caa364942F4473c42E9217b4D7094,0
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0
0x1c7Ad2c346781131ABfEdbe18692F794BBeA3c9F,0
0x42CD48851Da4AbE797AC8f464c1232Ab76f30cb5,0
0x0D0eEC67b2Ad576d4B070F81f4166A3894332EeB,0
0xDb876a4bE52AE56740fc11bc1f7Fc2e1Ae5F7007,0
0x967A819701a67C601C6B849b1eF60683CFc2d5ea,0
0xea335732B225B3C17797Bb82fABB6101C0E9Cc1D,0
0xbA1c0d8447145B6B5367448fC65027898208607c,0
0x08232334dDB607a3a34d7215A1a3b85D4608e6fB,0
0xFBcb0557716ba3E4C94A3AD7ab2aF3aC6F006110,0
0xbC998d45062eC074C60CD9A56e4A6d384c3cF494,0
0x86b10AdA950C89716c7Fe63ad4714bC5e4Bf457B,0
0x24F700BBa64905C97dD9F1cAc3DAcA8BA81f0285,0
0x2a8ADeA9B8c23B09E59Eb384fEDee93986Ca2158,0
0x77C9fDD5389652CA9160b82f7dF6098E4A032c46,0
0x63CA233728cC249b7Bd8469EF6D4ec7182938767,0
0xc5FEcdeFb7089B3718E51Aea028a8D1f3Df3e3D2,0
0xCa1AE3b4FaADd475Cd82Bad6332850b4146e8AC5,0
0xe36230AcfB2b70F3925C404f613bBf84C7a4854b,0
0x872F6a5242A3e3aA2364C47455942D94f84832E5,0
0x7d6D4b3c1ccDb3Baa8566EBfEcAd6A91E1942331,0
0x58Be43BA4875e4116DBd4b2c18AFbAaC80543275,0
0x932Cf9dcA4B14672A3192970904441D49C4BE2DB,0
0x0416d5CbffB3E3b4a3BA886C4346cbb69a706032,1.9996
0xA0FFc53dEE7999612AD1475Da928c936b07de017,0
0xA63FCE6B18153FFf324741789B49b1f0D885b174,0
0x71D6870b89D06238b0236fC22afA817F60871596,0
0xeB66135B5849f251a1a41902bC7C982eF0bFcc4E,0
0x5E3ee1dc8cBBF45ac45614608c5dE85505cE7c06,0
0x1de5366615BCEB1BDb7274536Bf3fc9f06Aa9c2C,0
0xe3E3f5e0B5DB57E31543A4d0c0c6522a193A450B,0
0x386f55fddBADf4920cc35920902215fE7Ce94808,0
0x2C1C9494A6e58d386FA8f6969A636BC1Bb2491B8,0
0xBc7b75b1485619444a3b0ec7F79528e1c7389d62,0
0x39830Fd18645F01671cDDB1Fa99E8109ec0A5dCE,0
0x0Ebd5383aB6fc96E3b6f64E69a71d60A3Eb5649D,0
0xE93f7c59c3682Bde25819d7A3aaF55F0aC0c1bd0,0
0x01d516cb19720fe019f157289ff1B63442C2701C,0
0xc9BF7A2a3b3Fe65e43162a05adEf5C85245CFcdA,0
0x5C3e4474EEB85E3928dac436A41561c38260C55f,0
0xDfd39a4585342D172636A24a88Cbd729C267d253,0.18
0xFd30a1b0Fb46749A5CA926351E2eFc36E01a34c2,0
0x766BFEbC4fb060879dB7fD672e3204e02caBCB3a,0
0x1efb3038DE631CfcE0C0A231952c6B90d5D9cFE5,0
0x0d3485E1342Ea62b34F65bE011486953c8b3BE32,0
0xDF46fb12195791F50c103b6e860C6CCAb1D049cA,0
0x0797f99D4450a9aAfa4Acc7899dE006020511172,0
0x724A21173008f690089D1033F0D9116F92ee580f,0
0x04b0BaF887b83b6615095358c8020A00A3EB3A6c,0
0x767A60F295AEDd958932088F9Cd6a4951D8739b6,0
0x835F474A74e140f51eD1f545E594D4a0CE0d601c,0
0x1a9C8182C09F50C8318d769245beA52c32BE35BC,0
0x033c6728cE67510feaE338BB1d2ceD699A6a27a4,0
0x95A3Cfb1805984c5003463506Aa168aab0CCaa7A,0
0x2b3A68F08058c8aDA93C6ACC18D06d1836D7C8c5,0
0x041cd9f4ACBA62b041106D0504b639435Ad59790,0
0xFc96Ec5A40dF1197E82c7C404aBdAc310dB2007a,0
0x7c0BCF284549Dca0E465cF5F517004A118d6Fb32,0
0x40612805F5076a6EE2433a8B0d78273Df5e8181b,0
0x770038a1598e3068F565d71D751D5eBFcfd5Ab81,0
0xe97B13DFDb99C5f0ce7D2C990ACD69F83315922c,0
0xaeC00F4c9eb077Ca4c9183DfD0d5dB1C93399259,0
0xfacE89c6a94188528068ce845f1566e5866F8fFB,0
0xf8b9616edd8F97AEf28C62AE5EE638b433c7c8C0,0
0xB2cf80ee1de406bECC7B7e9898c5E4C9b13B1d11,0
0x83041D3FE06B6635A537Bae932d7a6A236527076,0
0x80C04B5c147FB4f9c9aFA408F62c185cF3aF9eD7,0
0x240F315091E566fd9070a5123CCA5DDEA61E00CC,0
0xd90c52c92570bDdB19Dd174203F173a9134EE8A6,0
0x6537C110D58FA929998a02660020FD2190529b12,0
0xE21Fbf0d87A7007E493E4EC9C90A2D31810E92e8,0
0xCb5E89202319c7d2BCB10A834C20Aa0b5B1dF09b,0
0x78C5Dc062a541dAE7AeC891575B8e66321EeC848,0
0xF9bCc24F2D79aA6ffFdBD024192c1E19cFdeCa2C,0
0xABb0CF73331C625A7e1702186b3Ba151756EB3F8,0
0x683a42E5B414Ae5cF79ece7e369cA5937fdcDC11,0
0x4fdb7056B261339041bBA441c0a56eb95a1108C1,0
0x9B5053BF2161Eb74c0255F3c9a1aA6Ed28b4D422,0
0xC3c99C628Ab482cB655CBC6d88903Fa960dE5102,0
0xC6391ef319D26ba6C88146bf29C6283d63a70AF0,0
0x13814921F2c997764ae05fA6C69aE78E5421c7F3,0
0xfaCEf700458D4Fc9746F7f3e0d37B462711fF09e,0
0xdEE43B42AA150242E60cDCC08Cc7A9cEAfc0e8bF,0
0xa005F646b9dC13E1f49B5F53C1c4552Fd312F4FD,0
0x8ec1b644FDA47859d9DB8441219aB52C0F0E7cDB,0
0x8e3108b540f48758580146107D18004C0c1e84Ec,0
0xc7608FE7e4b38DDC5Ea292B4935798a56333A35B,0
0xECa82C8a5251746B4FC2312588334fE6CBd81351,0
0x493034E91B249bA760FF70ef1aA169c23e81AdCe,0
0xf2A8d44b673bbF7506525147478eDA096ac69AeE,0
0xDc82421074EA44dF3f7Bf4e875C748800dfC2439,0
0x1Cba9D034A4e8A9c4aA6A22D7cf16E9028BEcd3f,0
0xdDc55d1f87edD558240480022FE04cb43bea6DfA,0
0x4A82B708bbD440C9A903BCD32e5969a872A8BC70,0
0x1aC5C740373702eBEc1F049158a00cBE20178933,0
0x3783246Bff294b78F7AEfd694fDfbd01287596B2,0
0x6dBb9D989289BDD2f11aE7B65783ba8cAc6027d0,0
0x076Aa0135a42b0e619BF697E2c7B2b7613e61aD2,0
0xb4E5310bfBfe673755a75271E0a9563fAb5f6e39,0
0xDf8579039dB3BbB14Acb2eC8942Dc9573c0b649b,0
0xA533AC6BfA1b35aD1838EF9B0a4bD04D2C0330fF,0
0x304E0490e1B58D6F61a813307053A8c99837C690,0
0xBfF466b48073Bb1fFda6C644F4c0CdB61287c75F,0
0xfB0018Ad46c669B6a4c0e589C53Db27daF7f7930,0
0x473Df6809A5Eb5b115Ac7F4FF41F39A9EA8b1593,0
0xC09F04f9FBb42cDf1917d37E7Ff84BCf0a38645B,0
0xfC178E797f5F6dD40bf8fb939F7b10358a7Dec8d,0
0x98759A47a4CD190aBD39110cEa2dA35B116FF64b,0
0xA1DcCA05D72D042c25A1Cc8b53dB72e73416045e,0
0xd07556cEB045DbDBD7d44955BcD4ccCCb5bFff47,0
0xef73A08F038B7B2dC8A9c8d787701cE6583f120f,0
0xC873B2F1Ee1a8F9A08590553e36f92ab67b32297,0
0xC229c9F427AD487F99bcE8a4b1acD0E9BC2E4344,0
0xCd6c0C912B6878772EeE928988C61EaB9BE87394,0
0x32AccAEfa35620b51c061901AFf1B74991E7322b,0
0x0952ecc0080Ed9A0cBD5839a3CC6758b85C3a835,0
0xCB46E3C23125Fb383388e2B94F50fF8985fe0178,0
0x3A2B576Ef1884f10c4b18C06D55E7C07fdE4eC12,0
0x2E72DAAe5FFc90c2267bcE4C34feFAfB5ABd2265,0
0xD5a8bBd79c768E9904AdC197F3e672C0bd94a10C,0
0xffEE0A559756D129CADc65a765d50c373F82EC18,0
0x099ebCc539828fF4Ced12C0Eb3B4b2Ece558FdB5,0
0x4464af00628Ed499EFB6443FF25A6034e1ceC3e4,0
0x31140C451C98048Ec82780eC6148CF69d45bC459,0
0x2ECBb905fE50B0A372d9060187A3c4B98f2d5254,0
0x28571538EEF964C8Fd43d69C331aDF202fC4b0Cf,0
0x66237Be7c18a022c51849f1b8353E7AB2c610E6A,0
0xAE5d2e3c15D7F7d3C37B622b6933841cB72A784C,0
0xa84f4A753f9459fa64862cab91B260d7367DFD19,0
0x612a3500559BE7be7703de6DC397AFB541A16F7f,0
0x92f93FaDcACb86F6Bd163A87a0944341B838CC62,0
0x207f0c4255934582d6e2A98bF19C87ee486e5635,0
0x207D536B01FF194dC696e1300aDae192D6B918D3,0
0x4bD8C5842a91Ef56f9c4112aFD9BEb4d4Aa55493,0
0x885175B7845db8d8533951420B35aDcfEa569C5B,0
0x171C1CF42C8e11589381f5E4846FFE4E2c7f6D95,0
0x4725Ffcb6F3d95D95939BBb464690210E9701C3C,0
0x4e75b1E12c84AA65c5Ac25bBA33388CDac6C3182,0
0x000ceF8f0AB0A2FADBEcAEB92e8781AB3e04b01e,0
0x0c10F77E5FB018394889C4B1007bee9078d70EC2,0
0x13285fC226d6366343D582f261066Ae0BF8bF594,0
0x2173dA4D4C18D865cf11b6e0010Edd3b5563143f,0
0x216A869Cc9D6d1D4d1a51A5ff29Da73849eDE17E,0
0xDDD10E373cFA376Eb3724698e08B8E4F302a0AaF,0
0x23681C6174b8d9fd355C56e3197b73c52D5aCf29,0
0x38f88F7541d4a26bF26901359EbD0a0f0b84bF5b,0
0x34e68cc786b9Ea04f46b54A3ddfCb9626e9eBA9C,0
0x454F534430911095FA4195aA5EB873972be0f39c,0
0xC18E3EE3717af649b7533954e9adC7278dbB1F3A,0
0x8015A5aeB35961bFAE1653B5E9Fc5Ba35CB38461,0
0xF53A9CEB1dA5f49bB4788bd01C72Ee243133935b,0
0xcf00f8D4BDcBFe196a5b591009c73a71aAD5446d,0
0x5bF5BC6695B4F64FE8a204E1d3D94F58Dd061038,0
0x89D1E26A00892e09F21a608fE6B13f52D4972223,0
0xceEbc6d157f0281757d0c97F8978Cdf60B86DFB7,0
0x2b5a0bE5940B63dE1eDdCCCa7bd977357e2488eD,0
0xD2777FFFC015893C343AA48896Bd839306f45EA4,0
0x5376d18B8b2EbC4b3D4977F0A6C393D00f571ce4,0
0x94FA6568132Dc2502a11fe8A432D48fCcD37BA16,0
0xAd494E7725b5AA7BCF7b5456942BB76E3A76d26a,0
0xCB36bbBEB8Ea1900472BbD35032C3f0000cCDf2F,0.31
0x6Ce54EF5ee66e18d6043E58bB1058ff83cf6131A,0
0x3901D0fDe202aF1427216b79f5243f8A022d68cf,0
0x9675222610612Ce7BA7Ef2a2b0e8bb7c6C0ea845,0
0xC63B86bD35aD412a2D970c974a1138b6FF662e0F,0
0x48cddC4602Ad1B30C25484F345e9288DeF388bDF,0
0xD83D994B102A5E6B452469D26Fe5acd1608954f9,0
0xFAC59B27182309F5D501Fde1fEcB54Bd047C4ACB,0
0x2cC49b09a0A5C466ED75E18fFDf9C07f6Ab91553,0
0xF79809207bA744ce2Cf86873D57599b0289c4495,0
0xA559f6d6B5A5661E46dEc454751683294BB26B9E,0
0xd84DF1A9858317db112B599Be4035a7b5546b23D,0
0x11Ef8F3f57b7c2a317a420854Cecdd8A88f6Cb64,0
0x9de812896a1242b8AB07D11d9ab339159758BAaf,0
0x6Cd7b669bc0dECFa569BA14635cFeb062363a853,0
0xc7A7fa8CE64B4ee19Bfc9aC3D609D54591CC58F7,0
0xA3632Dd93B046817Ae313A22a0e76CCA971499E7,0
0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,0
0xd523EbcBd1937Ee21Ff6c5DeE02C97498B16691f,0
0x5B214C89C90b76Fa946CAC39aDa5a0d374Af3967,0
0xb75e6A898F4D7dD32EfEA8D27094432b0f90618D,0
0xe7BB5d7962D6Ec3d2211b4F6d1E3B3304D6717A0,0
0x2EdfCA70ec20E946319c62013d3b5A9922006B04,0
0x90c816310Ed3350A7494d4E9C0CF02F96757EcAe,0
0x8d74fcB0b3871b511e6F6e08C123EcEbd9176aAb,0
0x87a6d196177Ab8b800BBf4218f6dC382920fe39b,0
0x261e97302939625FD4f4C045F59faBCde727709C,0
0x20221DeBf96Eb08b57147c04a9c60bB52121115B,0
0xEF62275A246950d5E4eF9b7ed207d2e0Ad41F307,0
0xb5924f8C6f06e87486cc3C28f407Cb00B86dF21A,0
0xCBd37ba0d56CD2174526a2067B6cC791a4Fe1046,0
0xcE35CdEBD53A650b8Cd6a8C131F4432058aC7bc9,0
0xdD1fD6ea15EE1C84dE2D03aea46139987a170156,0
0xc1389Ac9324e47d55ecdF790c8661676E4750398,0
0x9d8EC5F632ef9Fe08315A4F87a813db39d541aF2,0
0x404cb8906e4f2EdE787fa94DeaFFDD91A97e8Ab7,0
0xFfbde43E37464EFB4Fe74D5560017bBf095EE1cD,0
0xe868E7cee443C35e67a91301286dd46139351d2e,0
0x6767DD4B63E4751b98ab445951323F30E4869168,0
0x09B243De462292D5766De803075F380B3782Bf0F,0
0x2ff5af4663Eb9caB6C0bBEB774c23aD9C71F256d,0
0xf409FFcB807f5ECC4f2424EBdcd40B05b0C9e47c,0
0x30EdA8643B0Dc3839090eba070f4b7d9253E3b2D,0
0x148b361Da29aa69e9D30b55e2f0EF64155b3BF0B,0
0x219b259262271E19c89382deFe84A1fA4BC515d7,0
0xAa74f9dF7664e66783ECA091f93DDE27b233b58B,0
0x488994c10C824d6e6dbc0b7C308e6396f0367563,0
0x21D768Cb93EEE16063578aAe3ae30D1525fb4a9E,0
0x260289F347ebdFE003Ff4B3A071B7542C044787e,0
0xBd9b4B20FCCdEEb380FddbC99eCA630095c1b9A2,0
0x76cbdb937b9dAeA1Af0a7e1CbB370114457Fe9B3,0
0x07494EFB9fc623b74B31714192826c70EbA7423f,0
0x22E8Ce18d2D1155Bf65730476D2a8B87ffa69394,0
0xAED87C4dDB612e9Ba47cCf8DF4Cf8788804c0DD2,171.953
0x0647852Fff893f3BAca8DE023BF07d563cD3C211,0
0x88bb24eE56067FcF873Ffb9DeF052804fC834BCa,0
0xEb56B3A0474462Cc501D94100719B07159430B16,0
0xf7226c4f12EBe309Cb83786250eDcEFA6475C8F4,0
0x41770E8909EB5791bEf3Ef4453d8640A0FA03e30,0
0x6BD849d321256BB26b472165d9738B691f2748Df,0
0xa1403E816302C975C008aB2Ff784296914aBa46d,0
0xb1ac6503FF796a8DfaE83673cd2cc4543370dD06,0
0x91aEBAb2027b540703392b77Cb9B833eed824Ac3,0
0xE8db5E2febcfBa373347120b0C8579aE176C61c4,0
0x18435496Bdc528473C19b949F4c24f0962A1166F,0
0xA482fa05E47d8bc3100c4869e1B34c0f16119673,0
0xC66F41bcdD9dF41df9e6528E3E7d98B152E8efd5,0
0xa4F6D60034816a04E751019d5A8E0D40a33d9380,0
0x0E007D6F302385f2a14F2b8000242bDC77a9C0c1,0
0x4582C767921D880aAe7c834A015E47462F2FEc51,0
0x9dE14Fe5f4Bcd3d0584f060C775a45A15b939aF4,0
0xBA96f2708391Bd4B2FcB5F1dF5114DE7205F5Db0,0
0x60413A27Cab67D1D1fC0bC99212908D0445fBce3,0
0x720E8508c96A2a632022D11148eD00dC895E4bC9,0
0x13E6a812a79f05d15BF9ddf7865783259ee34872,0
0x8386f87262fc99c32E02cd982C403F4d998A499e,0
0x2e7cE04584eFc6cE1E88857033Daa85BC1ff40E1,0
0xB3503aF9aaF5B2177D5514Ea415cE19B411faf1B,0
0xeBEBc6b04E844Ab5498f29b1083B11d06249aE83,0
0x0F6686A7a49f5055E69d7B1caE7d8f19843Bc15E,0
0x49305AF9AF2f2466C9AD077b3B46Cc8736F2eabd,0
0xe3A4fA4faA7189a4f650Ab8B85a1aA56856cDFA6,0
0xb15d9f9AC0cFA200c235cDe33506b2F8DcD6aD6d,0
0xb0eb9AdDF14Bc5D5b094D4Bd759bEFD28eCb11DC,0
0x2FAE7ca03363A8722Df266FCc1dF74F3957408a8,0
0xE7d67AA6174b755b5F5D41440F7917eE6a09E4AA,0
0xa9709e74223E01A95762a52979748D55E22Cef01,2.00E-17
0x458219485Fd43D9e62ddE453f854cede0afB5913,0
0x5350682EF3B8cc9302578B1624c8c88a283Cf232,0
0xF26ed8F2d4719eF2428c37d0cDe4E4ce152392cB,0
0x15241B1989e96a201aE30EA5BfC62Ff084B8E1ef,0
0x8B602D00a0068B9Ca143248c76567B00A5904533,0
0xB47a339A5F3a9F3c3F68c0493E28A89B829E81C3,0
0x750c31d2290c456FcCA1c659b6AdD80e7A88f881,0
0x872eA2Fa382695257c7B8b127e61E97DC3E96D7f,0
0x3d93B4e055252526Dba09F9CBB198E7bE7F43031,0
0xCaF5b90131fC9D799fba1712Bb655D1FD257cEca,0
0x5e745Aace240DFfA2358c2b47F3eFf4A3a85E12B,0
0xe49408cE9Aa0dFa8648b7960955C4869786BCBa9,0
0x666702e91c96b4aafab153044eF7dAabEB7b29ba,0
0x99FDd2a67ba5eC9fb98f451F0e88d0fbEc1eE121,0
0x837C5ea9394A3e73518fD6d940C46790F4Fb453c,0
0x7AC37f4E2f5120765505d5bA9674B5953d0F8699,0
0x23ac67bBE96202Abe0c4BC28c541Ada409dad5d6,0
0x7589F907c65914843ef612A9Ac8f008834a4851e,0
0x8Bb9FE2B45e03248521B59C09c5eC5E63A44fEc2,0
0x1Da7eA85d4E4c49b4AB5e2f947720849EeEAFe35,0
0xBDa939d49e1D8e15978AC72EDF73292397F72bb8,0
0xAEEa4E4fB6Fe3cB2257771F6d2067bfb0A0e9a78,0
0x4fd9D0eE6D6564E80A9Ee00c0163fC952d0A45Ed,0
0x6dA6EE0Fa182502Dd35D77b17b4C9d7B1770558A,0
0xD3bbB3Ab0Aa7eC87cdD33626B7E9789A3a97909E,0
0xeA9db589CF3EB37cE29b89c4Ea2359550b0D54eB,0
0x77BDE1597648B663F1C516C243615A23d0Be35c0,0
0x459e978d5Af10211181c5d8E75193170ea1ab89D,0
0x0790F2C20b1517F9f93D85Ff72f10Cf8287c8D56,0
0x3bE5ff91feABb60D4a4a741D0414837E27afD4d5,0
0xc64E3659463A278677892CCed595cE88F914c8c8,0
0x66821f1F6e4fEA21742fB7e990f82D181972d6f7,0
0x4c721B42b99CDbb4776A3D045EAe7CEE6163F6F3,0
0x8fbA32B98FC0ffB137cE0Be63c992D6c137DaF06,0
0xf0beA6f5BAB274955FF9d587d49f6287878ef9c6,0
0xaF47C358e1Bd14B851dD5C55021F1378c57B3A44,0
0x10F5cbb7E5d6CF29cEC415560E152757e0A0EfdD,0
0x5785C8F255CA03CcDeCb4828612fa6427c9FBA6c,0
0xE33E5e81ee4353BE86DD8F4380eCa3936F9e4462,0
0x3D55bEfBEFD7175951EbA276a546425d09b24fec,0
0xc894fbe2dD3E63177ac2678B96048Fc722fE7FeE,0
0x9fcB35A5f0Cfa6BA65bcDF6094F3aBE70EacDd1a,0
0xeDD7e7171B9e6101BFB8C39d9345361DD675DEcf,0
0x50113EFa70e37b5997435e1Af3D28DB173B0270f,0
0x8C2Ef16CB8E9EAD66750d292a1B353693c5192f4,0
0x8A5d3479663e6927f6c527DE8b8C85Add4444097,0
0x94Da175D52afe4e52B2CB3A4cb7C1773FC3976e4,0
0xAfeCB9c91570EFDaA9A74Da98ddF6aF06168821e,0
0x1F1Ae8F590A027b160E284A225EaAF98540884f4,0
0x510cb6eCa64Fb570EAA2a6A61160B33C782835CF,0
0x47e90247f88f7ceEF320120Bd4fA3efa54024888,0
0xCE6E64E1D1Bdc89A09a0C0e51aC545b381042D51,0
0xBE90f129308509ACAF6F289Fb34cfE4b0c4DEF6d,0
0x83C1a7FBB17dFb1215c2C7357D0d9DD507656AdB,0
0xF429c0d1090a75160Cd6214cC16eAAE00357DA0c,0
0xd6Bb9ed10C776250988AEfeE72594D0ba89B10de,0
0x9bBA6257036C367e76baA8916725913a1aD60912,0
0xd3dFA0D1442102603E520BEcE5828Fb9a4f7d231,0
0x640B46DA72046f318B29B901F48B791DC7284f43,0
0x7c7d093b4Fb96C89fcC29cD4c24c15DB0ed669dF,0
0x20d84EE2ECFBD23554760D2970156E5203cd7b8B,0
0x1F0147Bc4019C5ADD7ECb7267bAaC9d85d2470e9,0
0x8A867Ff9E8123b9D44F233A21D64D3f751bDc8a6,0
0xf860fbd4DEe375278ad10c845DDa52248B1945B9,0
0xDa2E3Ea7ee2ab0F30536D67A555d0456E7dE49Fa,0
0x78b8A76BEa31733777556033e2a116df66C4C41C,0
0xbDd4853EAb7b5e4916E9f0e589bCF534aA0c365E,0
0x053913Cd047E4c1297474B8B4F65969FcC675Cac,0
0xa61Bc2C216AE965E712dB16c1a49d3fC95Ea0435,0
0xC480f9292f91fC3f22da0960074Db1eCe78Fa330,0
0x478088A9E4Ba5718dB0778ec9a7BB5771d557634,0
0xd65E3394Aa8403BF20AfDd5a8f8B0011dEE1e71A,0
0x85C8F3cc7A354fEaC99a5E7bFE7cDFa351cFE355,0
0x7E8e66E8834F762077dEeC97F792d83092EBE431,0
0x5727916C70e89331e4c92D9B2B9A1A47D527392D,0
0xbc435a5482c331198f26C0AA35DAc2a5A3A6EC27,0
0x576e7ADe60d18F816994944b7C8e1dFEc6FAcA97,0
0x564f7C3706013CC7be45201929fDF68Bf2b71a61,0
0x22f0D2Fa1934aec841351008B9044Ae173cFD4b6,0
0xa43770859D2DC103E231a4A9aC290e7655aedF84,0
0x05A5958b84f3A574B212B51C189C5b514Cff5c56,0
0x89CE95441fb92f97a9e02037C8bA4F6CC2e235aF,0
0x22A6Cf42bcF0dc4b0c09EE334246658A64CEcce6,0
0x1c446cD71dC416aAFb8F7a7c7d16813fF9c6678B,0
