address,voting_power
0x38f05f58bF9469951Bb92E032c7fdE45236EbA47,0.0
0xADf0e1428F0807E775526b9B47d85A1B99228101,0.0
0xA359C7C919e0Cc9D5BA6Ec27B4f64Fe2d2bDB20E,0.0191101
0xc0ef1aa6b05619f70aAF55F31f4276A550F7099B,0.0
0x026f7970Ed0271fE7CaA2a06d9d7BBEc55d4Af98,0.0
0x9a25A0651Dd9fAD0f3ECD03C73F1dcadeA96029B,0.0
0x8ae10E8a02DB9A601F84A8790BC887aDe6235a38,0.0
0x6878DC0570ceb655538694d71367e0E56057c1aA,0.0
0x131B9f41e485598b14CB77b8afda38B6a1B0bc60,0.0
0x976c81abBe9B95582927Fd98Ac894E735a878a9D,0.0
0x00F17ADFE2b0D0DC320e8e5639fEfD5AdB4Cb323,0.0
0x82447F427b8B78052a940EcF2200B34B20dAD2AB,0.0
0x4Cf3a8e6bc0c52b4DA3AdB5c5529e04aC9B85777,0.0
0x2C4608088a8bcB9BFD5E0F782Ad1482618b4c020,0.0
0xEf72C08032AAAcAB6D973961277c6B5FD91E8b99,0.0
0xE39dE750Bc006f1b6060c6E861AE97BC216f58e3,0.0
0xc83d4493Ccac19b9DB31263a2C83B745715E390b,0.0
0x524aD2C42133Bd4ee12a728aE9a9407Ed0DBF4E2,0.0
0x02bA693915C6ff9399fb7EbC8742D389EE4150ee,0.0
0x17C0a4DE5A7DdCda9946fe64B9C4EFAf2276092a,0.0
0x81206c4d4eb4a693E4F85341bDC34793393577f5,0.0
0x197caA72B938857a71B13e693731c028BC588dEa,0.0
0xA5FEef41490a2b3758385eb3dB5E0Eaa1D2F809f,0.0
0xe19C6BD9AEb959Ea3249EfF452AAdc20ab3428Cc,0.0
0x078f82d8C8e283A4A67A0747Ed2A148086AA292E,0.0
0xDFB95cbe4ebefbd0D12723b2a3d09D1c522Aac09,0.0846624
0x37541b3C38C446B90c5E73c72Cb111F709E8f08b,0.0
0xDb68607d2970ec2b2aEbc32fC870Faf402a4Ea08,0.0
0x81522Aa4d8874df988Babe603d7f310c598f5E66,0.0
0x51832912db8af94684225f3340b85f29B9204973,0.0
0xc4BBfF2fCBAB6CCe3eeB534d01155b46c03d5f94,0.0
0xEe150fF42c3f1457a02a7C247b83c0456A22189F,0.0
0x254851be97e5728e39bDC069DE26008Cf3B26792,0.0
0xDd68d014BE932172dD40cbc2326B2Cc35AFABDFd,0.0
0x83B22531D62F845B8D9CFF82F728791EA076D33d,0.0
0xEF406878E13A9581D2d5603A11cbf51738f39018,0.0
0x3b5504766d25778731BDD236FD4363eB5548d379,0.0
0xBa73ceCe5B0F762B19d60092C7D179d9eb7F97E8,0.0
0x6123D580b79A99CCF185FF70BcFeDF167182e9D7,0.0
0x909619967F9Af3BE27Daf23be85D0Ffa003a5e4d,0.0
0x2E573E993D18668BCE2cFBa33A823bBB5DA42cA1,0.0
0x36F7a526F091a305D6eD048a1681a75BA59c3e60,0.0
0x50682ffC5373C73161A2b4322cED5aabA58605F2,0.0
0xcEEDfe90Fe66d46c612FE3A2CCF0538B2B10b316,0.0
0x26b3a9E36912f75D576574A76e9115a93eFdBf49,0.0
0x04f0Ec702CA9cFC896479b610484cB71dAFe1c2f,0.0
0x9784eD92CFaeE395eDC5Cf1a48dC2c5a9529E742,0.0
0x2E3FeC079e4B13c1DC312b5683eBd8f8ae36CBd6,0.0
0xa9381Dc437514D607afB125a08844c3B3a96A2e4,0.0
0x7DCd8eF42733ab9AB0cA98c5F5f0e516480A1FED,0.0
0xe7e770D6A1b2c9e65fEF3bBF99Bc2d9Ff83A9b19,0.0
0x568213670CF97f6542BAf8718a1AAC79FBdc06BE,0.0
0x6e924CA67b6F00912a7E0C5DB01709009a693372,0.0
0x74724c429176E5d18882aAb48aa5c44A7b41Df9F,0.0
0x963510167b3D984fc47fC8907609D545F061B64A,0.0
0x97DbD0c5E11f0499185518C906112728b855E3A6,0.0
0xa5077B834b6C38B0b848ef482127ccaaB598139C,0.0
0xBea3AC76A7737C023d6e0025E4c51F9d9705A4D0,0.0
0xeF6406CBAF93A2b2FD9dAe6A358287957E967C1A,0.0
0x1fC85CB9Cb7ee0375088516AA8Cd5F4cb36e22d7,0.0
0x11F9dc8AF3b25c9a84949F3dCD11a38133667b69,0.0
0x770FA4c9d9aD83fB4B11e72E1F32230B0C702354,0.0
0xf93DFd2A438904Ab94a16426E504d5b067674023,0.0
0xcA2F75E3Df76A0ef3c4592531991b07CC7F31e93,0.0
0xdf63D2D45E58FB32E08701f837913738490E940D,0.0
0x9e5917657eB313Fa9D18eAea2947CfC5d34c7373,0.0
0x20e43fAeBfdE81D25b860675C30E035dcF5D5b34,0.0
0x1aFe5209Bdc7a547e39660EA182600BAEDBF40b7,0.0
0x6A4E0650f2E602E7D37CFE4648339001189E5524,0.0
0xBEF710D8C7F2496AEDF0164EFe900CA12db6bDC4,0.0
0xDC8D02778D7E64311df0d2a3E0A7bDFf9891B7BC,0.0
0x0C40B8f5dbB0b9Da6e2d3D7BFb280Affe521f9E7,0.0
0xcCF610A29683f30D500fC7a7A668F43494652d13,0.0
0x70fab80C7958Bb505dfd3f9cdA68F29D06B8EF17,0.0
0x43b7b4C844Eb35366a1926d9E439B3C294381D03,0.0
0x6C8bd1d6c08f64E3F61d890Dba2d6C1aD237d0A3,0.0
0xa2E3ac52CDc586E48ad48E72c8F135A354A26c8f,0.0
0x2a114054aBc4C4ffe0b086417108799889a5aCF0,0.0
0x9cF126cd2984Cb203c5A22a0fe2c74358676e971,0.0
0xa7B63bFed5De9A04aD4D72D6a6eCa5999E590198,0.0
0x96ca4dFbfEf238Efa5aa706efa8AC70e0537a89b,0.0
0x6698EdE73151D60B800B352d0d783D80cc24fb2F,0.0
0xC1aa5d0B4B0FF4603F95e875b9E6D1aA589E14D0,0.0
0xd2A79F263eC55DBC7B724eCc20FC7448D4795a0C,1.0
0x21b3B193B71680E2fAfe40768C03a0Fd305EFa75,2.009
0x006116f956A8e543612299E583dAD4315aEd9D24,0.0
0x1A16AadeAD449AD6210a9A1e1E6f76B7Eb460aCC,4.78405
0x0d68767DD49A45282351E1562F6d0fC45FE713Cf,0.0
0x499bD5Cec6440a6C9BF68B16F531225424FF515c,0.0
0x8eF94f74d1AEF801633B1b5298A3D430668c3DdE,0.0
0xaD6123De5b19eDD88D7EFb5595b15cfaDa49FcA9,0.0
0xAeBB7535AD57F7F0bf98D85fba0a149dAFB73C2b,0.0
0x1Cf62E99350f348d2A6eDA5C0E54870021A6964f,0.0
0x4A8D5Ccbe6bc9089F6Cf7dcEf7021CF22bD44046,0.0
0x65C8C61812a4D1F183aC320D997971B27FddC427,0.0
0xCE1D7c00ce03BCD2903b80978e1f4982071DA1e9,3.97284
0xCEa2F2C4A4D7A42991ac4e9e731D094771e99ca8,0.0
0xf4ac8254A34A4972f9df3dE7a18DB675852a5B02,0.0
0x92067370626Ead7c14da090BfF1226Fa10Ee2Bab,0.0
0x1E88AA20addd3aB68308De7FA7E8DAC24CeEa8A6,0.0
0x4F976F7a6B5FA9E89909B8FD50E6E2E24851E9Bd,0.0
0xa21315497ABA9e36b3e35a5DbD886c7a775789Fa,0.0
0x210ce237f9d3c82717B834417E2De7A23b054c92,0.0
0x98fAAFAB43C690fCD8a76e5605010aaB891cedcA,0.0
0x8554aa75a81A530646ff7794848c5f5567f59EE5,0.0
0x7f68B04af0d0eED1F97910898741143A99Ae30EE,0.0
0x5b2962121b4334fe563F7062feA975f51313EDE3,24999.999999999996
0xa36C0b0084dF9D6B50a950A38f95b3918AF6e9E1,0.0
0xca090EB82480A62f729146144cFDF40c0dd875A7,0.0
0x27963C22662Cb8cae46428794Ed3FeF02088018a,0.0
0xD66fa7a53803E34fAd9A0eCbd52111E93d0B3542,0.0
0xA9FC501E596F5594e82472E460856861299A7EfA,0.0
0x734Ea4e7d0B03B26902389C29cB19fBb33a3601D,0.0
0xDFeB665478a00D9c55f835FFf300442a21eE6d16,0.0
0x4C9861dc2f2C71db30C94bca990392b501BdeF82,0.0
0xcAD691b08b04f80291FBA2D45eA924266A3bb169,0.0
0x124eEAa9eEac1EF7101DFa240E154CD22630374f,24896.6
0x8A344Fc5820F955339A20FdCA6158003d13fe313,0.0
0x00E8AF330313932C9A1E16b2B04d9f0D2Dce1F6c,0.0
0x8474F73a5d04B97C444f0e3037230caB0111Cb57,0.0
0x672D93b4907a057AF6B212524D8f7862DF00dF13,0.0
0x4ee37F577A75317175C491efe317595b96f14960,0.0
0x1fae23D17bfa39d2B249ae5ED29285167E6Fae68,0.0
0x46707CEB5155F52112b177F53beFD6CD830F0E20,0.0
0x072d807F4eC0de9979F5d479b72f3d403aC21817,0.0
0xC2359Df755D78300dC4D785Fc7934BB1444fc395,0.0
0x38B4f6015A3a88e560DfD3E5f0f5D56F1AA06D2c,0.0
0x39508c89e1feED86402b721aD4675A35861E175c,0.0
0xC126948e4B1f4fD97A0a1FDB50521B76fBe2b3A8,0.0
0x93bdc86C461455337EC88F897c806438085fAcAc,0.0
0xc62d438218781F042ea8bc85e7901f40bC4e0E97,0.0
0x4f894Bfc9481110278C356adE1473eBe2127Fd3C,1.0
0x47526FDDBA0A5a7ef001FaaD4836b771B3e92522,15.1599
0xa19c5949fb3121ddf7bba11E9d74A8D6824e62af,0.0
0x7453E8a8a2bFd463E585F6A9776CFFe863Fe5ED2,0.0
0x9F62b0391CF64a50c231b23D3F2278391705901A,0.0
0xCBe56E79D9033Bb50813D08e00f45fb85bFB09fF,0.0
0x46f3b1Db31B1ea613B480aB96dABC05eEc4856ed,0.0
0x4dd1Dd36a8AeA8188c16496c2Cb294fc82961cC3,0.0
0xc2CE3DCE18d523c42588820bE2debc6AFaA50Ff2,0.0
0xEeA63dEb30caA44831367d58dB369163CF9bF742,0.0
0x0Ed82aF7920F5480d6E397F45C1dD5237e2F7B50,0.0
0x2Ab0c67dAdF2aAf291Fa7fEB5A67b11411230031,0.0
0xcf46C08cb0e2b8419F0ebF525084f94B83E6efE6,0.0
0x116E19b2c55EBe77f46e47B6673fcD1a38c6c2c0,0.0
0x3481963F002d559b9F9CF699ED9531db5e96DDCF,0.0
0xBE1d294FD9B71Ae2F6831Eb80777fF73fb73c953,231.026
0x1F8Ee652526d93Ce4646aECc56B950900Ced2E1a,0.0
0x58988cB3307D5aAA5AE8c7Be0A7B4C13118b4848,0.0
0x3711708d09955723C6F69B12181d6049780ED8B8,0.0
0xc52e1Fce472FB8888822e48753A25Aab039BE2FA,0.0
0xDCf32cF1cca67b9a66010604e03a50Ada0F5Fd7c,0.0
0x78AfcB7a9D4F99aeCA2394Ee90d5aDAAe2B4E859,0.0
0x63CcA2A6D5cd1c1A4D9b3e3A5EE1b18D0E2481C1,0.0
0x2C7928b65EAb417682809f83ff71cE862CF7dC24,0.0
0xEbF42d88e71cdebA8EC25f405461dC358aF938EB,0.0
0xae5e4156245d51D5d487B054bD3fD216197F050B,0.0
0x1591560FC90459467EdC2319adAa8438bC13A306,26.7967
0x530861FBF167Abd822668ce9367e9c6C082F35b1,0.0733169
