address,voting_power
0xAc23250c74E8e34E9EB468FA76E4e18cf60F3d39,0.0
0xb18EC1808BD8B84f244c6E34CbEDee9B0cD7E1Fb,0.0
0x8fefC4e9285dD0aEd9Ff8e874D28a57b54a17aE0,0.0
0xBd3DA8ed7166C34F112be68bd70226B350C5C5Dd,0.0
0x81BB66E35413Ad5e939391c7f894A05bF984BaeE,1.87748
0x2A9C5D544a7C20985268F1DAb1c4a8E01944A0Ba,0.0
0x8D32e1cb52e8707f1cD9Cd9639508d13A66EF938,0.0
0xD6fc5eAe253b9aBC38eCc7601217d51fe60821D6,0.0
0x388ED06986b144d5BE55689DeBE6CC4bCfC6b45d,0.0
0x684F3156DFA9869FCd482316d132F0A5a397494F,0.0
0x9491751388b2b69a354BCA149C988B8B5Cff4571,0.0
0x00F7442860B21D0C49544b47BB1BaC51Da4E53F3,0.0
0x70468cBb5bB0FFc01733F3C4685094080EE6722D,0.0
0x6e0F0d25008488f9c8F883a84e2ad3603b59624c,0.0350369
0x10f2208AD7c4ad13F39223A526Ff516fd7Ff0143,0.0
0xcA1D80571D062b57ae893EA210081c5E9Bf877fC,0.0
0xF5869f87C155563b03bB43B4fbd1c202121efaC3,0.0
0x9bf92fDA504f2223e7b8af9CBCb9f9f775E8C6bA,0.0
0xEf5B5AD4974f68F07Ef069Bab420eEE394538dD3,0.0
0xd4BD8E7Bf9FCe289bd1cEA0e62a25284c93Fb529,0.0
0xC9cdb54766d0f8f4b932785AA702703f3ec3D601,0.0
0x846F659e0a119FCB204Ec9124e00a31BCb799fa3,0.0
0xb30f138e253f61549da4844307053747BF0a5cc8,0.0
0x62Be8E2bcAC33FE31016f793355f467d4dE4C36B,0.0
0x94fd30A1f16F30a51ec5358764a8b7dD30850003,0.0
0x4922E6B8E0ded25fB7e62F2d2861Cba010888F2e,0.0
0xD2941e97f99A0D2393c0889bCE44a637d3bA1C7C,0.0
0x37Ab9a0988cd4492e1482258B5B846504cB595c3,0.0
0x6029c856065b8441Ba5b46634C53e40E2Ce18F73,0.0
0x6CEB6B190157893FDc1Df59A7d41bbBD498D598b,0.0
0xF24f2160676AE01f5A8754e544e132298868a367,0.0
0x8BD10b179F9Fa46F32fD5426297b0E1f526cF2a0,0.0
0x5aC5a06644440e1a6837a004DeA023F58DDc27Cb,0.0
0xCDC760929108b0dDF38d5F95b0c16623ce8EAf3a,0.0
0x3D9d22E1821Be3b1Ce2A8ACB6FE47fFEF04243c3,10.0405
0x1ca93a22fc33162512943fd480AA727F9A23CB0E,0.0
0x075ea0D227dDb65a24fEb51b39c9F0F9a7EA61C9,0.0
0xc153a898808654584a2276BFE9e8bA62adED4137,24998.4
0xd5fb9CF3C22FDD80645bBf15993760c3387534a4,0.0
0x43995c806b7C2a1e231059054Ed4CEBAa17eFBeB,0.0
0xe34bD2C70820A95F87ff125093b8BC4d9cCEf35e,0.0
0x4830c3A04a52e468079D90aAFBa7FB06F84d3108,0.0
0xcc618792E2e7c494B73fA9cAeaCB13cDe2Aa3Fa8,0.0
0xE13033cDFD85882b4E3A92B28b0268286056b6c8,0.0
0xb101dE7739aEe2C2AcFd06b5Ead125b032AE3e0C,0.0
0x69f44760D83cA4F67d223D7C073C4723d37B0ec0,0.0
0x0A03EC66E2659cfF5F18638C3b583e025c6d4eB2,0.0
0x3d16eE6D46eDB674E728b5923e2Ecac4092f5920,0.0
0xDDeC09ed699dbB18119e3d3ef1cc18642cc15f8e,0.0
0x6cFD6b634fada2B06316825b37C3cD5D5518F139,0.0
0xA8E66Bc611814FE0c9D1Ea1Fc0892269414aCB4F,0.0
0xFc0c0662610a631d1DD87E7511bB589e942E949D,0.0
0xF48e7EeE0d4068745a4186fBa8903458231c8a1e,0.0
0x062b7d68d25B56726Eb8AE4822aD96A2FdDa76F1,0.0
0xCA4EDBa2Cf8D23Bc2ce8d62DdE8832a3fCeE7F02,24866.199999999997
0xd9E8D24799fC9317513C0C0512F19cB60DB6B040,24997.0
0x337F3Fb97657b542eC3f182a488b7F7feBA8Bc0e,0.0
0xAa63FC28540935fa6C9534e3cdEE24848BB6c489,0.0
0x3Df86be962631992C2eF8AFFc28Aa07c6F949626,0.0
0x91bD08B44e208f99b07C2B49566a7b3db53CD1e7,0.0
0xA02350cA731533B706751c87103A43E4648730e7,0.0
0xb3180769211598e172789e185067630dA2B7cE1B,24965.8
0xD604A9e82Af8566eE1024c00aFA36868Df7C88B5,0.0
0xB8Cb751C14B00373FF915A0237Ba8eEF342869b7,0.0
0x655B3000850A427859565461433a44B9405aF593,0.116006
0xB844C49929E2DA977ef67e2918D23637B088E7cE,0.0
0x42A279d84348191e49DE694c43C56BFd18648Df6,0.0
0xE89f1A18A17f0497aC2Bd8627d48339D4D99Bb56,24996.9
0x5c439E28614aa72faa48F6E536e8e2c1B6Df50b5,0.0
0x60c3f2E0caDF6bC25aEB857e3a6aeDA4f12346A9,0.0
0x72c9812400528E04054ecCD839e14c126fC13883,24943.7
0xEB50B57e3ea1C3EBeB6a68FF64d5a6295AB229C5,0.0
0x17296956b4E07Ff8931E4ff4eA06709FaB70b879,1.0
0x901f6bB33600E0507C9F859af07D2fEe20e0b4d0,0.0
0xd7f708613c471b70b086016FEe22D867B49eA387,0.0
0x7099eE42e827F7a1F0Dd5dE4dc41Ce0d8B60121A,0.0
0x2210dc066aacB03C9676C4F1b36084Af14cCd02E,89375.3
0x9dCdD61363ccE970d80F233BEb84Ce8CB471Db36,376.945
0x9CE73D1420B06cdcE66fe364efA9200FeDE6F171,0.000689
0x6F383a230aA6d31BA104784D7AEc7D79E503958B,0.0
0xCA153F848cACC2cAbB7179753741E24E48FF596C,0.0
0x8d9aB4F62b051bF0b5d78eE78595f28a6E43D221,0.0
0x4a521f4b2D4f63C7f458C1B39165e70f48018E37,0.0
0x329579B64b74A22b2Aefb2AC132C6066CC86246b,0.0
0x2A70f450e916E4c97dA60e583076D7DE0818360D,0.0
0x765fE1368a67a08430038CBb22cfD71db1136838,0.0
0x7D56e162A044A6B327332D3e6Ce4F68470440373,0.0
0x69511222101D928c30620c59b32fF5A30C74EBcF,0.0
0xfBB88cDB9803b6773AfF9005aEAe74b1a2569a89,0.0
0xDF8979ccE6F1534dF0a042543a187aAAfbDcB671,0.0
0x31b54Fb4AA83e4974e52b723B00629e1D9172aF5,0.0
0x5709437eAB39B23fe1807E4FF05e7424e4F70861,0.0
0x7E1bB156Ef71EB2879d994849045441076BA6a0F,1.33304
0xC7D14020f792d354247816D4D71290E5a58b023E,0.0
0xF88c2684bF5fAa04ACc8F38596bdCE77eE4bBdFD,2e-06
0x2BBb1431c135a995f8bD3DBA8C327A7Cf8C6cb66,0.0
0xF889B88A5F83b6e0C87A3B66d8a588db7BeE48CB,0.0
0xbEe1f7e369B3271088Ed58bF225DF13Cd96D32d5,0.0
0xF83B4C5dd3177dCC30FCBb7CeF75669640616838,0.0
0x2c65456C62f849f8B0E5F354b0102E0e1FC07Fc0,0.0
0x66a3b5DCf3FC7F622F6CfC804fC2dd1161592aA4,0.0
0x72C58877ef744b86F6ef416a3bE26Ec19d587708,11.9747
0x0FC960d11A6957B472a3389D11bFEa7274893B3f,0.156105
0xF26F35E8f7C06AF0e8E31bD8f61F83aC4EBDf04B,0.0
0x9d0b94B99a24653220fe9110E123a084331Ae9Bb,0.0
0x5Cc6d512C8810aa4d7b866AB965f6589D147A3b9,0.0
0x765e713F2221A6a0c7807fe2c836505E86e63aC0,0.0
0x60B929c52d3d145e5999917Bce9B7805c218e49c,0.0
0x57E0c4a231Bb16A333fA7F3426A6019fF3203559,0.0
0x50c1a709F810053F40763FBa99F5F11b9b486289,99.972
0x97A501FB31272e3B3541D8a34f33f39C040b5e28,0.0
0xB93bd2Aef82bB54693A31760bd9DfE089ACF1263,0.0
0x7e867BfC4A3098335E041cD1FdBFD46B184F7982,0.0
0x3238BC1d7406c55df6FE2E9CB855C5e25281d98B,0.0
0x5931C42c07bfDdeb3116183d54f0CD5a94eC42a7,0.0
0x262B488e64f332E6BaE08c90c88f96CA3E503315,0.0
0xc6B374e5d9775BB3EE1C5f525Ea80EB57AE2D9f4,0.000187617
0xf1f67D9d214001ab7a7a59AadC047A2e0a5332c4,0.0
0xFAcc5ea60eE4a55Bb80eE51c80b70Ae6f6a13Ae8,0.0
0xEF489D873728Df020a8353347cE287A2a7bf202E,0.0
0xAD77fA9416Cd4C62941bC1EfaFb9657303d0DaE1,0.0
0x27C44971B3b58f2E54F0Ff3CFb07851a4BFC82FD,0.0
0x26880E91bf73B3303D1Fc5f41000311705162E65,0.0
0x7D5ca3966B4110598ef6C8374F3c77871D7bf369,0.0
0xA495a0727232e71442e7085f5A35173E39a511D6,0.0
0x5db43E4A01F65bFF4C80cF7b874a6F98E2DeB645,0.0
0xE7Fef4c3924f4F480fDaD24Fa96d30e67A7729F3,0.0
0x3C97Bc2CeA60B96f7F062DE026746Bdc1CeD1D06,0.0
0x13691CFf1092D704ec20E16036491c8805f6d22C,24995.499999999996
0x02087E2B6C04654022Ce02f9C5890eCa617cCc28,0.0
0xf5C26f6A22aD965f2d53F0C7A1491880a65896ff,0.0
0x056fB27d1eA49D99014FdC0256D3b482b7D313b5,0.0
0x0F5a30baB52E0ADb42EA187FD15D1caC51806F53,0.0
0xaa3fE694921697c9F94f66d26128C09345912dE5,0.0
0x1d90FC50E2b12881E86f2FC904A275f8B10fA21C,0.0
0x4397949fD280953bb1dB16af0Ef1e797ec4519d0,0.0
0x767029E2eb1680d73d26fe4763Ab32Aa16dD111A,0.0
0xeD191134531fd381B83909704EDD27EC4819ca6C,0.0
0x0D221ED2D4BEBA1C01866B53D0Eb146cBFBd1031,0.0
0xe3aa3D1bA91760F751c69A478ab11C0FF33Fd4BC,0.0
0x09c11b1618Ad2474E2Cfb0aC30611aC57A4c1EDC,0.0
0x72577F213031452A022c2E06FAf721e8295F884C,0.0
0x8bec9eF1941103387c7CEE1940e885745E5B9365,0.0
0xf840aDF788282b7C00434cBDDa4a0df5DAEf0e7f,0.0
0x971BDbd7e9Cd65c4522c96fE2e0b6b2D0444BFD1,0.0
0xE5bD3c645b6FeeBc2d7B3f42FDCCFBa9F9776D4d,0.0
0x77d33B4a95b48cDcED0cE3b4376c81B276C85D15,0.0
0xE792Fa41aFC198D86910A760F23058168415fbe6,0.0
0xeFE5F5A0867FCa325bFcb83Ff519c74F9346a092,0.0
0xb86656135aA7E457ac311f05eF5c3e56b66894eb,0.0
0x48Ea79e1ae55377C9Dd00A8d0F5ec5Bac1F0455c,0.0
0xF717aC909c5F931Af5f290f086706633d10bDc8c,0.0
0x92a932d516acE249da7F1e3b66f60668BE0aED8D,0.0
0x2Db4b288bd1E5b17b20Fb516dd87CE0Ff8775A43,0.196436
0x1950C5A1352f54789725e7eaAFD9F59E19d74Dc8,0.0
0x177D228709b2815AA2112690FAa907EB3419723b,0.0
0xD8008B958B4dC56A3F0F2Efb35DBda43945B2F8B,0.0
0xCc60319a7A7b53d204ddb58254877b1E33565C4d,0.0
0xAD7a8D5cfb0c5c89c2e5Cf48D8A55E9ae8b4d214,0.0
0xE4b7f7508b32969c6dEfD3470509b7AeC01EbF82,0.0
0x0092F2BF81D665cbCC9A3B2055e03e0787B1fCd5,0.0
0x2c80AC8561e6DcA3Bc63da1284175d4f4CBf7781,0.0
0x9390c4333bDcdeEc158Af3BF939176dD2e1aC50f,0.0
0x91aEB7bA07154De4604dbdDeFcb6259a3C1a97c0,0.0
0x42eAD1dC2561bB68Eb71Aaa91917f1c6978BAbb4,0.0
0xF18019bd52925178724aa51927F392d78Be0E198,0.0
0x34c2E72116f7185A652e7D3C819c8092a7E83dE0,0.0
0x1fBAdcef0f9BddC4c59b025Da8B75Aa723548842,0.0
0xFfc2f70b9Dd55783bf5bb2AF8d3fc7C70810115e,0.0
0x66cf52c48F6BDc4889dbf1Ec6c5eefC14B3be509,0.0
0xc0E35d3F34C6444a4E1D764B127D43EC5B9A3754,0.0
0x55C03907C62cf2884b795f216e7cD1dcb5e560bf,24919.0
0x955eBcb0A7A2473d1Cb1FaDeB87cB2195dBb4ae8,0.0
0x9b2C39C69D1fd938c183001E48fB8b8d3280E43C,0.0
0x3318552DeC1881Bfd43aDfAC65ADEE81cc6298BB,24925.0
0xc174f4459C0B386B1Ac3c3196B68Ece11DED876A,0.0
0x5715b9242A6F1D2F9cD0Ec4459B5E8D2D842Da44,0.0
0x940a2656b0178247f9511002E2134ab78Ef9B913,0.0
0x419c7B2B2728FB0C98c1eFefC938c024865e42b6,0.0
0x1235a52C95206182E62732bfE3e567D5B630F2bf,0.0
0x186EbF45Cb40F616B81ca909985Fdbb909aE3DAF,0.0
0x210Ef4c6e6A12b9F1e973e34D53A8d4Cc2D259aF,0.0
0x9EBc185C5bDcC169cdaFD263e0d3271c0E813f7c,0.0
0x2b07FcD1C4a0F0E4336678DF36355059e6079AFc,0.0
0x71ccE55329391ea6C39789aFBf5E5D6Fd3B66107,0.0
0xfD5d5613ec381225ACD32fCb7F59206BDA86686A,0.102664
0x34E81e67e31587E7a534B47DEdD27d50F60F0517,0.0
0x35c7D3EABA83f6c109c6fD487d6F63b4414486A2,0.0
0xeD0E73E180A6488AA55bd78A1acf85Ff978fe7cb,0.0
0x83261baB517589885DDFe17b6A145f7542CA69AE,0.0
0x7b5bf1604AF90Ba1161efEB7a4A0B838854B438a,0.0535079
0x136E267c19641FF28A46c48Eb7a6E85265e14BDB,0.110094
0x4Ee5DCAEF82Cf491eBaf810318191e0AF961DD0D,0.0
0x77560848B891190965c3D295e09528587947424D,0.0
0x4A0b211DD65ABC92EEc4ed127A600AeF443a5937,0.125257
0x52099F5aCa3D5D5e2Ea2B2B27058eF98d4250A10,0.0
0x3344905472234924DA39C9dCe116F4cB19C5b03A,0.0
0xfdFe0A0a3DED19e4EcDC1258090c3457Be5a7B73,0.0
0xbbF3038BD0596603f93d64D17D45e071f8dd6005,0.0
0x0097a9D3F72B1A179ED3b5cfd4376C6a8D76a68D,0.0
0x1118314D9de14125fF68e31E6696b7A1f01BfC0f,0.0
0x37b3a715a9507c85C1845168ff1801799DacF808,7.02782
0xbf0adEb763A2FEC6bc32A5bf6330B093e3D7a1A3,0.0
0xFAC16406b2B557100cc00f13c3673838b3b819C4,0.0
0x41285f56d0670bd4727297F549C464e686c16079,0.0
0x39b1b67a6B19092E7E4448cA620711988DA52A1d,0.0
0x0b8B303Ebd9B41f5d6a9c3c72F177e4d896e110B,0.0
0x5B965067Ae089F29902C759299Cb790ade3E70b0,0.209393
0xF0F2C559e17e89315dA257ec3A2620b00921f949,0.0
0xE2EBEd42C46557E9423c2AD6561Ef34a22501BF5,0.113564
0x22B3e816272975c1bAB65A7Dbc713Fa519067A15,0.0
0x5DC2C366706bf35CeccC1B2EacA8B19Cc9170428,0.0
0x8b1cD12Cbfe3b0d5fb1Ab89C48ea50569d4089F7,0.0
0xB55B7fBB28b7c7670dbfdfE1D0535766d96b3577,0.0
0x185440DfD87889562166EfDc8a6ec7801DcEB7F3,0.0
0xC3A45cC1a7aA759d24a88c8993E79AD292E8cA68,0.0
0xB0e170ea3Aa43635634ed6607a4E163491671D06,0.0
0x04bE4cbAcdC951CE5A4A812c611B3E3e70C9D4A2,0.0
0x4b5928f32c705C1360f207477bb5778d2975CE94,0.0
0x9CE07242c0c483BBd4578cba0fA9cb0b483Ce26C,0.0
0x93B26026c0C2f11002f756d4DB19A589dB2e841d,0.0
0xfF2166d1290a1AcCca9945c7128743a730e94839,0.0
0xa490Ae52Fa34042694a79899681e9F2401753469,0.0
0x153cC9bE80A7de3F29892e1eB1f7C3F48b30F26A,0.1
0xe240dDAB8Fb8Dc0F61f9C02CAbCfA6388Ca2Ed49,0.0
0xa67231CA769B0a896768F7472ED4D673d09Fe099,0.0
0x311D55b8d6aaD018b50b03c3B64e74B70849F658,0.0
0x7a17Dd4385Bfea5b86F122A049d46e96fE96b6DC,0.0
0x8aAB4eC9e318446dc0381827414bce2B9cF58f29,0.0
0x61345Ab8DF2bAB7C4F03CFaFb0BE812D6d6B43C8,0.0
0xC61BEEd11e4c98Dd19894d89d02eB8b601965657,0.1
0x3dD5AD9230df6C928C9773cf98401041b24aBc71,0.0
0xda31943bF42665839A8a244C11bF5A3e97EF2b3E,0.0
0x5D539eb7FdB0A04C7452aCfa14fa4e87D63E4D15,0.0
0xB82aD54c957C128cc3e28578c37c4Cb94eAeB7c6,0.0
0x2F88C881B87ebA90FcA7B1F2213298FDb4E5Ee54,0.0
0xC73b1BEc174a2801C87bA933c37e328912Bfd54F,0.0
0xd81Bc41f73B7188E3D6aDdBaCc7Dd302A21Dd62D,0.0
0xd15E524775a5e8D6E82E4840e1c7ec0D1301b1F4,0.0
